Sample	phage	nonphage	ratio	color
MEMO001	2.076001261431725	0.9822183601614486	2.1135842554302178	<3.5
MEMO002	0.0	0.0004606910217669125	0.0	<3.5
MEMO003	0.8431296444541477	0.3526419965640128	2.390894030402587	<3.5
MEMO004	0.0	0.0		<3.5
MEMO005	13.009711407062401	9.954921678834864	1.306862256357307	<3.5
MEMO006	0.7984943680307919	0.4304035402333134	1.8552225838986909	<3.5
MEMO007	2.651796327293016	1.4339089264053475	1.8493478061684006	<3.5
MEMO008	4.062626850706321	1.9452493822384416	2.0884863852424753	<3.5
MEMO010	6.108143512117022	3.054732898876106	1.9995671354324704	<3.5
MEMO011	0.0	5.6848090827006827e-05	0.0	<3.5
MEMO012	6.304878344613444	2.8109638556885375	2.2429595926159935	<3.5
MEMO013	1.6290743840412714	0.7867605964472159	2.070610032324575	<3.5
MEMO014	4.2030905077262695	1.7898436825159636	2.3483003285616717	<3.5
MEMO015	4.773540660957879	2.165411701994925	2.2044494617629375	<3.5
MEMO016	0.29648497198166074	0.27335072245063996	1.0846321140972957	<3.5
MEMO017	0.09405752452110068	0.04598789061836695	2.045267205265887	<3.5
MEMO018	0.0	6.718410734100807e-05	0.0	<3.5
MEMO019	5.676887498079551	2.738455223269031	2.073025496214894	<3.5
MEMO021	0.0	0.0		<3.5
MEMO022	4.775537927855809	2.224084838023547	2.1471923400636252	<3.5
MEMO023	0.0	0.0		<3.5
MEMO024	31.18678084240998	18.45239120050617	1.6901213779574806	<3.5
MEMO025	9.998382779839734	3.921514935174719	2.5496225170934523	<3.5
MEMO026	24.924249407693118	12.450472392869035	2.0018717861635835	<3.5
MEMO027	7.700207812790595	3.606154950176709	2.135295881396685	<3.5
MEMO028	0.0	0.0		<3.5
MEMO029	5.0822194729479495	3.0789501855684107	1.650633874094235	<3.5
MEMO030	1.835164835164835	1.0084696272463303	1.819752212246423	<3.5
MEMO031	6.393768850722493	3.256617450001366	1.9633159094937023	<3.5
MEMO032	0.33616346861379975	0.16160952449156027	2.0800968858203355	<3.5
MEMO033	0.0	0.0002510175439114587	0.0	<3.5
MEMO034	0.01723956690844108	0.013266277195720594	1.2995029919925223	<3.5
MEMO035	0.004948693690415545	0.00013289164089430168	37.23856261472155	>3.5
MEMO036	2.1996377426841005	1.208027836369046	1.8208502126039776	<3.5
MEMO037	11.334012565800645	6.059945204346738	1.870316015014603	<3.5
MEMO038	2.1793335435719543	1.3139491187438492	1.6586133454356458	<3.5
MEMO039	16.41789777551367	7.725918373524442	2.1250415784582106	<3.5
MEMO040	5.890700175468387	2.599375261630418	2.266198444842295	<3.5
MEMO041	15.436794993086384	6.835489746302475	2.2583305024247338	<3.5
MEMO042	0.0	0.0		<3.5
MEMO043	9.732010447242235	2.4849799222879216	3.9163336331031484	>3.5
MEMO044	0.014781392264835973	0.008246664604385277	1.7924085644244299	<3.5
MEMO045	0.0	0.0		<3.5
MEMO047	0.9523890384817537	0.4355183918339563	2.1867940742324774	<3.5
MEMO048	2.1446199128318333	1.1028950443968824	1.9445367206311257	<3.5
MEMO049	2.7451422749435994	1.6259801681374573	1.6882999736018491	<3.5
MEMO050	34.02415318309358	15.715736658971256	2.164973486220326	<3.5
MEMO051	6.380734056230745	3.145689105912423	2.028405809155759	<3.5
MEMO052	0.42993797960685376	0.23725144648859678	1.812161678970072	<3.5
MEMO053	15.613759309123548	7.0556572340672155	2.212941869360487	<3.5
MEMO054	18.20109324082834	7.589582624270296	2.398167875875558	<3.5
MEMO055	9.9526720520098	5.943876168615867	1.6744413526918158	<3.5
MEMO056	2.8421512262571866	1.08304029496038	2.624234056186394	<3.5
MEMO057	6.599390307999579	2.551716627771252	2.5862551649254604	<3.5
MEMO058	0.0	0.0		<3.5
MEMO059	13.677251372615611	5.5523921602791315	2.4633078820441288	<3.5
MEMO060	0.5628087879743509	0.2704263680640715	2.0811904992970427	<3.5
MEMO061	0.3523761007204716	0.21260669168474855	1.6574083248657665	<3.5
MEMO062	1.4446304247628752	0.7174480079912173	2.013568103433301	<3.5
MEMO063	0.5997380103340368	0.317636861778666	1.888124718824174	<3.5
MEMO064	0.8822178557277895	0.3825573815031078	2.306105955298689	<3.5
MEMO065	5.280781764225472	2.4146676933776403	2.186960043698066	<3.5
MEMO066	4.903791572665745	2.190932065054888	2.2382216458833444	<3.5
MEMO067	0.0855024298732908	0.03754631827400337	2.277252039715747	<3.5
MEMO068	0.18250329508607654	0.06638897235632384	2.7490001518104883	<3.5
MEMO069	0.6019940324576086	0.29121800356887884	2.0671593963290977	<3.5
MEMO070	12.088389167859367	5.691443328728884	2.123958453006184	<3.5
MEMO071	29.20735188284857	13.426343700603992	2.1753764490279406	<3.5
MEMO072	0.4863385326961486	0.2239955053093902	2.1711977301705288	<3.5
MEMO073	11.780122747010164	5.629821474846197	2.092450497701082	<3.5
MEMO074	0.3361149520089917	0.14364035978196912	2.339975704037352	<3.5
MEMO075	0.04186174384849881	0.01735269515322037	2.41240588155725	<3.5
MEMO077	0.11124048872393243	0.04173904954421859	2.6651418740640853	<3.5
MEMO078	2.301158738244831	1.690208174755461	1.3614646838267495	<3.5
MEMO079	0.06414703765697143	0.036215925291272634	1.771238402472342	<3.5
MEMO080	0.1722177748667815	0.08428873809789242	2.0431884348152045	<3.5
MEMO081	0.0	9.59772962014401e-05	0.0	<3.5
MEMO082	7.2286991889640895	4.694592122331185	1.5397928085336086	<3.5
MEMO083	8.179220338160736	3.566583510952855	2.2932928145500115	<3.5
MEMO084	0.07699585183028891	0.03623438246361907	2.1249389832321874	<3.5
MEMO085	15.96831865706038	7.6388713955910985	2.0904028658313005	<3.5
MEMO086	0.6913616185139364	0.373119121852037	1.8529246506645154	<3.5
MEMO087	22.47864056473328	10.495928716923824	2.141653318251706	<3.5
MEMO088	0.26834534119302333	0.13451882520836303	1.9948534398614441	<3.5
MEMO089	2.6498880075039017	1.3210639895399512	2.0058740745985375	<3.5
MEMO090	1.4931308573692679	0.7332960744547566	2.0361909866754537	<3.5
MEMO091	0.36516831218817974	0.16527954864092456	2.209398048281946	<3.5
MEMO092	2.288083513249076	0.9477543896692991	2.4142156851918766	<3.5
MEMO093	6.256240448293428	3.2018985785762433	1.9539158704631203	<3.5
MEMO094	1.2453727288164373	0.6406063697916629	1.944052990327673	<3.5
MEMO095	7.060354656381146	2.9026819747993153	2.432355565534968	<3.5
MEMO096	6.344864113076033	2.6933805935383655	2.3557250424607155	<3.5
MEMO097	5.089480791467547	2.37405379305966	2.1437933741628776	<3.5
MEMO098	0.39930782977140594	0.17038111107747805	2.3436155994418133	<3.5
MEMO099	3.779120070510799	1.8898461188627134	1.9996972413738257	<3.5
MEMO100	2.8747543846881594	1.0376445104308865	2.7704617099495903	<3.5
MEMO101	2.4355416474621774	0.7908986944872856	3.079460953012524	<3.5
MEMO102	0.0	0.0		<3.5
MEMO103	4.361295069904341	2.1127851356269938	2.06423975460717	<3.5
MEMO104	5.639206268345341	2.9526691655217068	1.9098672936996484	<3.5
MEMO105	11.691110949389095	4.3828630322771645	2.6674598004297776	<3.5
MEMO106	3.440377135741374	2.0119240716226883	1.709993525236063	<3.5
MEMO107	0.0	0.00016537626422401987	0.0	<3.5
MEMO108	48.58346877552176	23.144380861536508	2.099147480599159	<3.5
MEMO109	4.63604460293202	2.44897662362208	1.8930538406182202	<3.5
MEMO110	1.2088397253960168	0.509411312179445	2.3730131163051036	<3.5
MEMO111	0.0	0.0		<3.5
MEMO112	0.0	0.0		<3.5
MEMO113	0.0	0.0		<3.5
MEMO115	0.0	0.0		<3.5
MEMO116	0.0	0.0		<3.5
MEMO117	0.0	0.0		<3.5
MEMO118	0.0	0.0		<3.5
MEMO119	9.763619015274644	4.087324573805433	2.388755490045263	<3.5
MEMO120	0.0010511931041732366	0.003957956037968618	0.2655898888439274	<3.5
MEMO121	5.537458861962174	3.672295119849803	1.5079013753634962	<3.5
MEMO122	0.41104076203413953	0.16526552118994128	2.487153757629375	<3.5
MEMO123	0.019026595185535584	0.01871852590685625	1.016457988209771	<3.5
MEMO124	0.07785297851523017	0.0372281166227509	2.0912413943511865	<3.5
MEMO125	3.0295951289328773	1.5736186467644209	1.9252409948001994	<3.5
MEMO126	14.588522588522588	5.921545943224261	2.463634113185515	<3.5
MEMO127	192.42141522936225	84.60252996152786	2.2744167971911	<3.5
MEMO128	23.836013875748975	10.551184322920781	2.259084207634303	<3.5
MEMO129	128.5552563698259	46.65779221210687	2.755279456546341	<3.5
MEMO130	12.352157775998835	6.394146270875985	1.9317915563271302	<3.5
MEMO131	1.5092221979639198	0.7912139429909626	1.9074767467554075	<3.5
MEMO132	0.0	0.0		<3.5
MEMO133	14.088389167859367	5.926404609272736	2.3772236451449835	<3.5
MEMO134	27.46917982679572	12.17197950220268	2.2567553471335384	<3.5
MEMO135	0.14006743808068312	0.057468251817846906	2.4373011819577366	<3.5
MEMO136	0.5517793464813332	0.23056478209093184	2.3931640447313347	<3.5
MEMO137	4.16753592250281	2.0515132297319947	2.031444819416177	<3.5
MEMO138	0.6626317023668017	0.39227914332141983	1.6891841272934167	<3.5
MEMO139	2.4528539892778305	1.1626955445124243	2.1096270651887923	<3.5
MEMO140	5.997881441590051	2.75875146826806	2.17412895310773	<3.5
MEMO141	5.128253644809936	3.670049251118689	1.3973255653849233	<3.5
MEMO142	1.2365427067413823	0.5894777875313679	2.097691775494733	<3.5
MEMO143	17.00198918079713	6.851805886656719	2.481388040181784	<3.5
MEMO144	0.48657302961938725	0.1925673705247817	2.5267677919337306	<3.5
MEMO145	0.009226241014320485	0.004412740764584673	2.0908187239022773	<3.5
MEMO146	1.4374903977552984	0.7080503541193086	2.0302092773377485	<3.5
MEMO147	0.30381097930766804	0.13367201014110877	2.2728092364808066	<3.5
MEMO148	0.008053756398127259	0.002681457998489465	3.0034989929598557	<3.5
MEMO149	21.373068432671083	8.703035909536231	2.4558175623809433	<3.5
NEMO01	0.2699059586476805	0.19021445019405872	1.4189561222731486	<3.5
NEMO02	0.7433390744649023	0.5686691714280019	1.307155569200774	<3.5
NEMO03	29.496365297689803	17.772121843915816	1.659698574922145	<3.5
NEMO04	0.3378453775804769	0.17904269291621108	1.8869542904975338	<3.5
NEMO05	0.14079518715280304	0.06951783221249078	2.0253103796798966	<3.5
